State,Bill Summary,Date of Enactment,Economic,Public Health,Adopted?
Louisiana,SB 469  Provides relative to professional and occupational licensing boards and commissions during declared emergencies. Pending. ,,TRUE,FALSE,FALSE
Louisiana,SB 475  Provides relative to workers' compensation claims filed by essential workers in the workplace. Pending.,,TRUE,FALSE,FALSE
Louisiana,SB 477  Provides relative to business interruption insurance. Pending. ,,TRUE,FALSE,FALSE
Louisiana,SB 481  Provides for suspension of certain laws pertaining to elementary and secondary education for students impacted due to the coronavirus public health emergency. Pending. ,,TRUE,TRUE,FALSE
Louisiana,"SB 495  Creates a private fund, called the Business Compensation Fund, to expedite certain property insurance claims, resolve disputes, and provide coverage for losses sustained as a result of the COVID-19 pandemic. Provides for contributions to and disbursements from the fund. Pending.",,TRUE,TRUE,FALSE
Louisiana,SB 499  Provides relative to the regulation of business entities during a public health emergency. Pending. ,,TRUE,TRUE,FALSE
Louisiana,"SB 500  Relative to state agencies; to provide relative to the administration and regulation of state agencies during an emergency; to provide for terms, conditions, procedures, requirements, and effects; and to provide for related matters. Pending. ",,TRUE,TRUE,FALSE
Louisiana,SB 506  Requires property insurance policies insuring commercial and residential buildings to cover cost of disinfecting fumigation. Pending. ,,TRUE,FALSE,FALSE
Louisiana,SB 511  Suspends certain legal requirements as a result of emergency health measures relative to the coronavirus. Pending. ,,FALSE,TRUE,FALSE
Louisiana,HB 774  Relative to post-emergency public procurement following COVID-19; to require purchases from Louisiana vendors in certain circumstances; to provide time limits; to provide exceptions; and to provide for related matters. Pending. ,,TRUE,TRUE,FALSE
Louisiana,HB 805  Relative to the effect of obligations during certain emergencies and disasters; to provide for the suspension of prescription and preemptive periods and other legal deadlines; and to provide for related matters. Pending. ,,TRUE,TRUE,FALSE
Louisiana,"HB 826  Provides limited liability for healthcare providers, certain real estate owners, and certain private persons, firms, or corporations during the COVID-19 public health emergency. Pending. ",,TRUE,TRUE,FALSE
Louisiana,"HB 846  Provides relative to the Competitive Projects Payroll Incentive Program; expands businesses eligible to participate in the program to include those engaged in cybersecurity, renewable or a recycling process, agri-bio industry or COVID-19. Pending. ",,TRUE,FALSE,FALSE
Louisiana,"HB 851  Provides for the use of federal funds appropriated to Louisiana through the Coronavirus Aid, Relief, and Economic Security Act for workforce training; to provide for the appropriation, administration, and use of the Workforce Training Rapid Response Fund; and to provide for related matters. Pending. ",,TRUE,FALSE,FALSE
Louisiana,"HB 856  Provides relative to limitations of liability related to the preparation, conditions or delivery of food or other supplies in good faith in response to the COVID-19 state of emergency. Pending.",,TRUE,TRUE,FALSE
Louisiana,HB 858  Requires coverage for business interruption claims due to coronavirus disease 2019; provides for the scope of coverage; provides for applicability; provides for retroactive application; provides for effectiveness; and provides for related matters. Pending. ,,TRUE,TRUE,FALSE
Louisiana,HB 862  Provides for the Coronavirus Business Recovery and Growth Program. Pending. ,,TRUE,FALSE,FALSE
Louisiana,HB 868  Provides relative to the continuity of the legislature in times of emergency or disaster. Pending. ,,TRUE,TRUE,FALSE
Maine,HB 1547  Permits the State Controller to transfer up to $11 million from the Reserve for General Fund Operating Capital to a COVID-19 response refund to address funding needs related to the novel coronavirus. Enacted.,18-Mar-20,TRUE,FALSE,FALSE
Maine,"HB 1549  Requires a postsecondary educational institution in the State that temporarily suspends classes and requires students, staff and faculty to remain of campus due to an infectious disease, including COVID-19 to take certain actions around student reimbursement, faculty compensation and allowing students to remain on campus. Pending.",,TRUE,TRUE,FALSE
Maine,SB 676 Directs the Department of Health and Human Services to amend certain rules to provide for reimbursement of case management services delivered through telehealth to targeted populations; makes other changes necessary for the delivery of telehealth services to be expanded to include case management services. Enacted.,18-Mar-20,TRUE,TRUE,FALSE
Maine,"SB 789  Provides the Governor, on a temporary basis, with additional powers for the duration of the state of emergency declared by the Governor due to the outbreak of COVID-19. Enacted.",18-Mar-20,TRUE,TRUE,FALSE
Maine,HB 1516  Makes supplemental appropriations and allocations for the expenditures of the general fund; includes one-time funding to respond to COVID-19. Enacted.,18-Mar-20,TRUE,FALSE,FALSE
Massachusetts,"HB 4502  Appropriates $95,000 for the Executive Office of Education to contain, treat and prevent the coronavirus. This bill requires a report to the legislature by June 1, 2020, with recommendations if additional funds and action are needed. Enacted.",4-Mar-20,TRUE,TRUE,FALSE
Massachusetts,"HB 4561  Makes appropriations for the fiscal year 2020 to provide for supplementing certain existing appropriations and for other activities and projects. Includes a reserve of $15,000,000 to support the commonwealth’s monitoring, treatment, containment, public awareness and prevention efforts against COVID-19. Enacted.",1-Mar-20,TRUE,TRUE,FALSE
Massachusetts,"HB 4571  An Act Designating September 14, 2020 as a Legal Holiday in order to facilitate the postponement of the Boston Marathon amidst the 2020 COVID-19 outbreak. Pending. ",,FALSE,TRUE,FALSE
Massachusetts,HB 4580  Addresses challenges in town governance resulting from COVID-19. Pending.,,FALSE,FALSE,FALSE
Massachusetts,HB 4593  Facilitates the delay of income tax filing deadline. Pending. ,,TRUE,FALSE,FALSE
Massachusetts,"HB 4598  Addresses challenges faced by municipalities and state authorities resulting from COVID-19 related to town meetings, annual budgets, deficit amortization, local permits, the authority of the chief executive officer of a city or town, the temporary employment of a former or retired employee, and to allow certain licensed establishments to sell alcoholic beverages for off-premises consumption. Enacted.",3-Apr-20,TRUE,FALSE,FALSE
Massachusetts,HB 4611  Relative to creating a presumption of job relatedness for certain public safety personnel and first responders suffering from incapacitation or inability to perform their duties as a result of the Coronavirus (COVID-19) infection or exposure. Pending. ,,FALSE,TRUE,FALSE
Massachusetts,"HB 4616  Addresses challenges faced by municipalities, school districts and state authorities resulting from COVID-19 related to supportive housing, collection of taxes and fees, high school graduation, standardized testing, school budgets and 3-year plans. Enacted.",10-Apr-20,TRUE,TRUE,FALSE
Massachusetts,"HB 4622  Relates to relief payments for recipients of the transitional aid to families with dependent children and emergency aid to the elderly, disabled and children programs within the Department of Transitional Assistance. Pending. ",,TRUE,TRUE,FALSE
Massachusetts,HB 4625  Expands unemployment insurance benefits to certain employees due to the COVID-19 emergency declaration. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,HB 4626  Appropriates funds to the Massachusetts Emergency Management Agency for emergency funding for certain homeless services. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,HB 4627  Relates to providing certain state employees sick leave for Coronavirus disease related absences. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,HB 4631  Relative to state employees performing core function during the Massachusetts state emergency related to COVID-19 emergency declaration. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,"HB 4634  Relates to financial assistance, health care access and small business grants in response to the coronavirus outbreak. Pending.",,TRUE,TRUE,FALSE
Massachusetts,HB 4647  Provides for a moratorium on evictions and foreclosures during the coronavirus Emergency. Enacted.,20-Apr-20,TRUE,TRUE,FALSE
Massachusetts,HB 4652  Relates to decarceration and pre-trial services during the COVID-19 declaration of emergency. Pending.,,TRUE,TRUE,FALSE
Massachusetts,HB 4659  Provides that certain institutions of higher education offering emergency aid in response to the outbreak of COVID-19 be immune from suit and liability. Pending.,,TRUE,TRUE,FALSE
Massachusetts,HB 4667  Relates to the reporting of coronavirus positive cases and mortalities in long term care facilities and elder housing. Pending.,,TRUE,TRUE,FALSE
Massachusetts,HB 4672  Addresses COVID-19 data collection and disparities in treatment. Pending.,,FALSE,TRUE,FALSE
Massachusetts,HB 4697  Provides cash assistance to persons over a certain age who stopped working due to the coronavirus pandemic. Pending.,,TRUE,TRUE,FALSE
Massachusetts,HB 4701  Provides financial assistance to regional transportation authorities in certain areas affected by coronavirus. Pending.,,TRUE,TRUE,FALSE
Massachusetts,SB 2599  Authorizes waiver of the one week waiting period for unemployment benefits. Enacted.,18-Mar-20,TRUE,FALSE,FALSE
Massachusetts,"SB 2602  Provides any public safety official and 1st responder, who contracts, has symptoms of, or otherwise becomes affected by the Coronavirus (COVID-19), that results in a period of hospitalization, quarantine, or require self-quarantined measures as a result of being infected or coming into contact with someone who is infected with this virus, shall have their medical condition or incapacity to work presumed to be work-related. Public safety official shall not be required to use sick time, vacation time, or personal time to cover said period of incapacitation or inability to perform regular duty work. Pending.",,TRUE,TRUE,FALSE
Massachusetts,SB 2608  Grants the authority to postpone 2020 municipal elections in the commonwealth and increase voting options in response to the declaration of emergency to respond to COVID-19. Enacted. ,23-Mar-20,TRUE,TRUE,FALSE
Massachusetts,SB 2618  An Act providing additional support to those affected by the novel coronavirus through the unemployment insurance system. Pending. ,,TRUE,FALSE,FALSE
Massachusetts,SB 2621  An Act providing temporary protections for renters and homeowners during the COVID-19 emergency. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,SB 2630  Provides liability protections for health care workers and facilities during the COVID-19 Pandemic. Pending. ,,TRUE,TRUE,FALSE
Massachusetts,SB 2643  Establishes a Massachusetts Paycheck Protection Program (PPP) for businesses ineligible for the comparable federal PPP. Pending.,,TRUE,FALSE,FALSE
Massachusetts,SB 2645  Provides for virtual notarization to address challenges related to coronavirus. Enacted.,23-Apr-20,TRUE,FALSE,FALSE
Massachusetts,SB 2647  Provides assistance to vulnerable populations during the COVID-19 emergency. Pending.,,TRUE,TRUE,FALSE
Massachusetts,SB 2653  Relates to voting by mail and early voting for the 2020 state primary and the 2020 state election. Pending.,,FALSE,FALSE,FALSE
Massachusetts,SB 2654  Establishes vote by mail in 2020. Pending.,,FALSE,FALSE,FALSE
Massachusetts,SB 2655  Concerns business interruption insurance. Pending.,,TRUE,FALSE,FALSE
Massachusetts,SB 2656  Provides emergency assistance to gateway cities for temporary homeless shelters. Pending.,,TRUE,TRUE,FALSE
Massachusetts,SB 2658  Provides emergency assistance for municipal public safety overtime. Pending.,,TRUE,TRUE,FALSE
Massachusetts,SB 2680  Relates to municipal governance during the Coronavirus emergency. Pending.,,FALSE,TRUE,FALSE
Maryland,"SB 1079  Allows the Governor to transfer by budget amendment up to $50,000,000  from the Revenue Stabilization Account to fund costs associated with the coronavirus. Requires the Governor to provide the Legislative Policy Committee with at least 7 days for review and comment before transferring funds from the Account. Makes the Act an emergency measure. Enacted.",9-Mar-20,TRUE,TRUE,FALSE
Maryland,"SB 1080/HB 1663  Authorizes the Governor to take certain actions in a state of emergency, including prohibiting cost-sharing by carriers for disease testing, immunization and any associated costs; retailers from increasing the sale or rental price of any good or service by more than 10%; and employers from terminating quarantined or isolated employees. Enacted.",19-Mar-20,TRUE,TRUE,FALSE
 Maryland,"HB 732   Relates to annual gross revenues derived from digital advertising services; provides that the sales and use tobacco tax collected in fiscal year 2021 will be distributed, in part, to expenditure accounts of State government to fund costs associated with COVID-19. Eligible for Governor. ",,TRUE,FALSE,FALSE
Maryland,"HB 932  Relates to sales and use tax revenue; provides that the sales and use tax collected in fiscal year 2021 on the sale or use of a digital product or code will be distributed, in part, to expenditure accounts of State government to fund costs associated with COVID-19. Eligible for Governor.",,TRUE,FALSE,FALSE
Maryland,SB 190  Part of a larger budget bill for fiscal year 2021. Makes a $10 million supplemental appropriation to the Department of Health for the current fiscal year to address coronavirus preparedness expenses. Eligible for Governor.,,TRUE,TRUE,FALSE
Maryland,"SB 192  Part of the Budget Reconciliation Act; authorizes a transfer up to $100,000,000 from the Revenue Stabilization Account to fund costs associated with COVID-19. Eligible for Governor.",,TRUE,FALSE,FALSE
Michigan,SCR 24   A concurrent resolution to approve an extension to the state of emergency and state of disaster declared across the State of Michigan to address the COVID-19 pandemic. Adopted.  ,,TRUE,TRUE,TRUE
Michigan,SR 107  Urges the federal government to fund the medical costs associated with testing and mandatory hospital stays for the novel coronavirus. Adopted.,10-Mar-20,TRUE,TRUE,TRUE
Michigan,SR 112  Urges the Governor to use the most current federal guidelines on identifying essential critical infrastructure workers. Adopted.,28-Apr-20,TRUE,TRUE,TRUE
Michigan,SR 113  Memorializes the Congress of the United States to fully fund affordable and consistent internet access for all communities and households across the state of Michigan and the entire country. Pending.,,TRUE,FALSE,FALSE
Michigan,SR 114  A resolution authorizing the Senate Majority Leader to commence legal action on behalf of the Senate challenging the Governor's authority and actions during the COVID-19 pandemic. Adopted.,30-Apr-20,FALSE,TRUE,TRUE
Michigan,SR 115  Encourages Congress to address the unique needs of domestic violence victims and survivors in the next phase of federal stimulus funding in response to COVID-19. Pending.,,TRUE,FALSE,FALSE
Michigan,HR 242  Urges the Congress of the United States and the Centers for Disease Control and Prevention to provide financial assistance to the state of Michigan and affected residents to address the novel coronavirus outbreak. Pending.,,TRUE,TRUE,FALSE
Michigan,HR 245  Prescribes Temporary Rules for Emergency Operation of the House of Representatives. Pending. ,,FALSE,TRUE,FALSE
Michigan,"HR 246  Memorializes the United States Department of the Treasury to use its rulemaking authority to exempt Coronavirus Aid, Relief, and Economic Security Act stimulus payments from private debt collection by banks to house financial services. Pending.",,TRUE,FALSE,FALSE
Michigan,"HR 247  Memorializes the United States Department of the Treasury to use its rulemaking authority to exempt Coronavirus Aid, Relief, and Economic Security Act stimulus payments from garnishment by creditors and debt collectors. Pending.",,TRUE,FALSE,FALSE
Michigan,HR 248  Urges the United States Senate to pass the Families First Coronavirus Response Act. Pending.,,FALSE,TRUE,FALSE
Michigan,"HR 249  Urges businesses that interact with the public to adopt a no gloves and/or no mask, no services policy during the Coronavirus pandemic. Pending.",,TRUE,TRUE,FALSE
Michigan,HR 250  Authorizes the Speaker of the House to commence legal action on behalf of the House of Representatives challenging the Governor's authority and actions during the COVID-19 pandemic. Adopted.,30-Apr-20,FALSE,TRUE,TRUE
Michigan,HR 251  Urges the United States Department of Agriculture to grant a federal waiver to temporarily suspend the rules that make college students ineligible for SNAP benefits. Pending.,,TRUE,TRUE,FALSE
Michigan,SB 151  Provides supplemental appropriations for various state departments and agencies. Makes a one-time appropriation of $25 million from the state general fund to the Coronavirus public health emergency and response fund. Federal revenues up to $50 million authorized by and available from the federal government for the COVID-19 public health emergency are appropriated to departments for state and local preparedness and response activities. Enacted.,30-Mar-20,TRUE,TRUE,FALSE
Michigan,SB 858  Relates to the management of state finances and the duration of executive orders. Adopts heightened standards for facility cleaning and workplace access related to COVID-19. Eligible for Governor.,,TRUE,FALSE,FALSE
Michigan,SB 882  Suspends certain regulatory requirements of health care facilities during a declared emergency. Pending.,,FALSE,TRUE,FALSE
Michigan,SB 899  Provides immunity from civil or criminal liability during a declared emergency for certain health care workers. Pending.,,TRUE,TRUE,FALSE
Michigan,SB 900  Provides for a state individual income tax deduction for income attributable to services as a qualified first responder. Pending.,,TRUE,FALSE,FALSE
Michigan,HB 4729  Provides for omnibus budget appropriations for the 2019-20 fiscal year; includes a sum of $125 million in one-time appropriations from the general fund to combat the coronavirus COVID-19. Enacted.,30-Mar-20,TRUE,FALSE,FALSE
Michigan,HB 5630  PRovides for funding for the new coronavirus reporting requirements and requires Department of Health and Human Services to pay for certain costs related to coronavirus. Pending. ,,TRUE,TRUE,FALSE
Michigan,HB 5631 Appropriates $10 million from the general fund to the pandemic outbreak fund within the State Treasury to pay for the costs related to the coronavirus. Pending. ,,TRUE,TRUE,FALSE
Michigan,HB 5633  Requires insurance coverage and treatment for coronavirus. Pending. ,,TRUE,TRUE,FALSE
Michigan,HB 5704  Provides guidance around testing patients in the care of emergency personnel for COVID-19.  Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5715  Suspends certain regulatory requirements related to certificate of need for health care facilities during the COVID-19 emergency. Pending.,,FALSE,TRUE,FALSE
Michigan,HB 5723 Suspends certain restrictions and requirements related to the provision of emergency medical services during the COIVD-19 emergency. Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5724  Suspends certain restrictions and requirements related to the provision of medical services during the COIVD-19 emergency. Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5725  Expands unemployment benefits for certain employees during a declared emergency. Pending.,,TRUE,TRUE,FALSE
Michigan,"HB 5726 Suspends load and delivery restrictions on motor carriers and drivers engaged in the transport of essential supplies, equipment and persons, during an emergency. Pending.",,TRUE,TRUE,FALSE
Michigan,HB 5732 Suspends certain credentialing regulations for motor fuel carriers during an emergency. Pending.,,FALSE,TRUE,FALSE
Michigan,HB 5734 Incorporates elements of recent executive order related to disaster relief child care centers into school code. Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5736 Suspends certain child care regulatory restrictions during an emergency. Pending.,,FALSE,TRUE,FALSE
Michigan,HB 5739 Provides for business interruption insurance coverage for COVID-19 losses. Pending.,,TRUE,FALSE,FALSE
Michigan,HB 5741  Provides for employee retention tax credits. Pending.,,TRUE,FALSE,FALSE
Michigan,HB 5749  Provides for income tax deduction for first responder income. Pending.,,TRUE,FALSE,FALSE
Michigan,HB 5753  Requires hospitals to report demographic data in those infected or who died during pandemic. Pending.,,FALSE,TRUE,FALSE
Michigan,HB 5758  Provides infectious disease presumption in worker's compensation for essential employees during declared emergencies. Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5759  Excludes certain emergency health care workers from income taxes during a declared emergency. Pending.,,TRUE,TRUE,FALSE
Michigan,HB 5760  Revises child care subsidy income eligibility during a declared emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,HCR 10  Terminates the peacetime emergency relating to COVID-19. Pending.,,FALSE,TRUE,FALSE
Minnesota,"SF 3255  Makes changes to transportation, motor vehicle and driver provisions related to COVID-19. Pending.",,FALSE,TRUE,FALSE
Minnesota,SF 3494  Establishes special procedures for the 2020 state primary and general elections. Pending.,,FALSE,FALSE,FALSE
Minnesota,SF 3560  Relates to human services; modifies policy provisions governing health care related to the issuance of prescriptions to treat substance use disorders and therapeutic interchange during a peacetime emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,"SF 3694  Relates to human services, restores a requirement for notice to lead agencies when MnCHOICES assessments are required for personal care assistance services. Temporarily prohibits TEFRA parental fees during COVID-19 peacetime emergency; establishes disability services providers emergency retention grants; increases personal care assistance service limit; direct support services, community-based services waivers, and nonemergency medical transportation services temporary rates. Pending.",,TRUE,TRUE,FALSE
Minnesota,"SF 3813  Permits a onetime transfer by the commissioner of management and budget of $20 million from the general fund to the public health response contingency account, for a public health response related to a potential outbreak of SARS-CoV-2 virus and COVID-19. Enacted. ",10-Mar-20,TRUE,TRUE,FALSE
Minnesota,SF 4194  Relates to health; modifies employee protections related to isolation and quarantine provisions. Pending.,,FALSE,TRUE,FALSE
Minnesota,"SF 4200  Relates to human services, granting the commissioner of human services certain temporary emergency authority relating to COVID-19. Pending.",,TRUE,TRUE,FALSE
Minnesota,SF 4334  Relates to public health; transfers $50 million for deposit in the public health response contingency account and $150 million to the health care response fund. Enacted.,17-Mar-20,TRUE,TRUE,FALSE
Minnesota,SF 4425  Modifies workers’ compensation and line of duty benefits for the safety of firefighters; includes quarantine due to disease exposure related to employment as a qualifying event for workers’ compensation coverage. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4450  Requests that Congress and the United States Secretary of Homeland Security extend the date for the full implementation of the Real ID Act and make related changes to federal law. Pending. ,,FALSE,FALSE,FALSE
Minnesota,"SF 4460  Relates to human rights; appropriates money for a consultant to develop a multilingual COVID-19 helpline to report discrimination, work with impacted communities and to educate the public on the impact of bias. Pending.",,TRUE,TRUE,FALSE
Minnesota,SF 4464  Relates to unemployment insurance; modifies the effect of other earnings on unemployment benefits during COVID-19 pandemic. Pending.,,TRUE,TRUE,FALSE
Minnesota,"SF 4476  Relates to public health; appropriates money to be awarded as a grant to advance research, development, and implementation of tests necessary to respond to the coronavirus pandemic. Pending.",,TRUE,TRUE,FALSE
Minnesota,SF 4477  Relates to economic development; appropriates money for grants to small businesses affected by the coronavirus outbreak. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4481  Small business loan transfers modification; emergency small business grants and loans appropriation. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4484  Memorializes the President and Congress to direct the United States Food and Drug Administration to approve off-label use of certain medications to combat Coronavirus. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4485  Memorializes the President and Congress to direct the United States Food and Drug Administration to approve off-label use of certain medications to combat Coronavirus. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4486  Relates to state finances; establishes an account in the federal fund; deposits money from the federal coronavirus relief fund. Pending.,,TRUE,FALSE,FALSE
Minnesota,SF 4488  Relates to economic development; establishes a process to safely reopen businesses during a peacetime emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4492  Relates to health; authorizes the use of funds in the public health response contingency account for public health screenings at long-term care facilities and for health screenings of visitors and staff. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4494  Relates to telecommunications; establishes a grant program for distance learning equipment; establishes a grant program for telemedicine equipment purchased to deal with COVID-19; requires reports; appropriates money. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4495  Relates to housing; provides for eviction and mortgage foreclosure protection and emergency housing assistance during a public health emergency; requires a report; prescribes penalties for false statements; appropriates money. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4498  Relates to retirement; amends requirements relating to members who continue employment under a postretirement option available under PERA or MSRS for health care workers during peacetime emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,"HF 4498  Relates to natural resources; appropriates money from environment and natural resources trust fund, including to the University of Minnesota to evaluate the ability of the virus that causes COVID-19 and other potentially infectious organisms to travel through wastewater systems to drinking water sources. Pending.",,TRUE,FALSE,FALSE
Minnesota,SF 4500  Relates to public health; establishes a grant program to advance the development of a serological test for COVID-19; appropriates money. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4507  Provides a process for allowing certain low-risk business operations during peacetime emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4511  Relates to economic development; authorizes reopening of businesses for safe operation during the COVID-19 pandemic if certain safety guidance is followed. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4512  Relates to health; establishes a grant program for dental clinics to operate and provide emergency dental care. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4515  Requires a temporary public transit halt during the public health emergency. Pending.,,FALSE,TRUE,FALSE
Minnesota,SF 4516  Relates to local government; transportation; requires temporary halt to all nonessential travel in the metropolitan transit area during a public health emergency. Pending.,,FALSE,TRUE,FALSE
Minnesota,SF 4518  Relates to Class 3A property tax payments delay authorization as a result of the COVID-19 emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,"SF 4520  Modifies cumulative impact analysis requirements for air emissions permits in highly impacted areas, including communities at dramatically increased high-risk vulnerabilities to the COVID-19 pandemic based on documented racial health disparities. Pending.",,FALSE,TRUE,FALSE
Minnesota,"SF 4525  Authorizes counties, cities and townships to accept certain documents or signatures electronically, by mail or by facsimile. Pending.",,FALSE,FALSE,FALSE
Minnesota,SF 4527  Allows salons and barbershops to make retail sales or pick up of products curbside. Pending.,,TRUE,FALSE,FALSE
Minnesota,SF 4537  Provides Main street small business relief grants appropriation. Pending.,,TRUE,FALSE,FALSE
Minnesota,SF 4540  Relates to economic development; establishes a program for coronavirus emergency community relief grants; appropriates money; makes an appropriation. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4547  Relates to agriculture; appropriates money for grants to retail food handlers to implement COVID-19 safety measures. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4549  Relates to state finances; reimburses the Minnesota 21st century minerals fund; adjusts the budget reserve forecast calculation; changes the fund receiving small business loan repayments; makes technical changes. Pending.,,TRUE,FALSE,FALSE
Minnesota,"SF 4553  Relates to agriculture, modifies the time period for the Farmer-Lender Mediation Act, extensions authorization. Pending.",,FALSE,FALSE,FALSE
Minnesota,SF 4557  Relates to economic development; provides a process for allowing certain low-risk businesses to safely reopen during a peacetime emergency. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4559  Establishes the Human Services Transformation Commission and appropriation. Pending.,,TRUE,FALSE,FALSE
Minnesota,"SF 4561  Relates to elections, includes Help America Vote Act (HAVA) account transfers and appropriations. Pending.",,FALSE,FALSE,FALSE
Minnesota,SF 4563  COVID-19 appropriations and transfers to federal funds source modification. Pending.,,TRUE,FALSE,FALSE
Minnesota,"SF 4564  Relates to local government aid; relates to states government finance; appropriates money from the coronavirus relief account in the federal fund for distributions to counties, cities, and towns. Pending.",,TRUE,FALSE,FALSE
Minnesota,SF 4569  Relates to unemployment insurance; modifies the effect of Social Security benefits on unemployment benefits during COVID-19 pandemic. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4575  Relates to elementary and secondary school emergency relief fund equitable distribution of state education agencies reserves requirement. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4580  Establishes the distance learning broadband access grant program and appropriates funds for the elementary and secondary school emergency relief fund. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4587  Establishes the COVID-19 supplementary county aid program for social services costs; business closure grant program and agricultural disaster grant programs establishment. Pending.,,TRUE,TRUE,FALSE
Minnesota,SF 4590  Establishes COVID-19 emergency community relief grants  and appropriation. Pending.,,TRUE,TRUE,FALSE
Minnesota,"HF 356  Provides relief to organizations affected by executive order closing bars, restaurants, and other places of public accommodation; and waivers, extensions, and other temporary requirements and restrictions for lawful gambling provided. Pending.",,TRUE,TRUE,FALSE
Minnesota,HF 798  Relates to family law; modifies child support provisions concerning the cost-of-living- adjustment due to circumstances related to the COVID-19 pandemic. Pending.,,FALSE,TRUE,FALSE
Minnesota,"HF 3429  Relates to elections; providing special procedures for the safe and secure conduct of the 2020 state primary and state general elections; appropriating money for various election-related purposes, including administration, security, accessibility, training, public health and safety, and public outreach; authorizing local grants; requiring a report; transferring and appropriating money for purposes of the Help America Vote Act, the federal CARES Act, and the federal Consolidated Appropriations Act. Pending.",,TRUE,TRUE,FALSE
Minnesota,"HF 3499  Relates to elections; transfers and appropriates money for purposes of the Help America Vote Act, including local grants for efforts to prevent, prepare for, and respond to COVID-19 at 2020 state primary and state general elections. Pending.",,TRUE,FALSE,FALSE
Minnesota,HF 3532  Revises the protections of those under quarantine. Pending.,,FALSE,TRUE,FALSE
Minnesota,HF 3727  Modifies various provisions regarding healthcare payment and eligibility. Pending.,,TRUE,TRUE,FALSE
Minnesota,HF 4415  Requires compensation for hourly employees for school days canceled due to COVID-19 during the 2019-2020 school year. Pending. ,,TRUE,FALSE,FALSE
Minnesota,"HF 4416  Requires health plan companies to cover testing, and quarantine relating to COVID-19. Pending.",,FALSE,TRUE,FALSE
Minnesota,HF 4531  Relates to state government; provides Coronavirus response efforts; establishes a Coronavirus Minnesota fund; modifies certain authorities; provides exemptions and extensions; modifies certain fees; eliminates refill timelines for opiate or narcotic pain relievers; extends due date for filing property tax appeals; modifies loan programs; provides for unemployment insurance for certain employees affected by Coronavirus; requires reports; appropriates money for Coronavirus response efforts. Enacted.,28-Mar-20,TRUE,TRUE,FALSE
Minnesota,HF 4537  Relates to workers' compensation; provides a presumption for coronavirus workers' compensation claims for certain employees; requires a report; authorizes an extension of the implementation date of the CAMPUS system. Enacted.,7-Apr-20,TRUE,TRUE,FALSE
Minnesota,HF 4545  Relates to civil actions; creates immunity defense for manufacturers producing coronavirus products. Pending.,,FALSE,FALSE,FALSE
Minnesota,HF 4552  Relates to state government; applies a freeze on full time equivalent positions in Executive Branch state agencies due to coronavirus. Pending.,,FALSE,FALSE,FALSE
Minnesota,SF 4553 Relates to COVID-19 Farmer-Lender Mediation Act extensions authorization. Pending.,,FALSE,FALSE,FALSE
Minnesota,"HF 4556  Relates to state government; provides for COVID-19 policy and certain other policy changes; extends certain deadlines; covers certain COVID-19 health expenses; provides temporary emergency authority; expands usage of electronic communication, applications, and signatures; appropriates additional money for grants to Second Harvest Heartland to purchase commodities from Minnesota farmers; modifies certain vehicle registration provisions; allowing nonposting of tax delinquency and suspension of nondelivery of liquor or beer related to delinquency; modifies certain treatment provisions; corrects errors in health and human services appropriations; makes forecast adjustments; requires reports. Enacted.",15-Apr-20,TRUE,TRUE,FALSE
Minnesota,HF 4560  Relates to local government; prohibits fees on merchant-provided plastic bags and reuse of bags during peacetime public health emergency. Pending.,,TRUE,TRUE,FALSE
